SEARCH_ENGINE,DOMAIN,CATALOG_NUMBER,TITLE,DESCRIPTION,URL,RANK,IS_SPONSORED
GOOGLE,coxreels.com,1125-6-50-EA,1125 Series // Motorized Hose Reels - Coxreels,"20.38""(X) 16""(Y). CAD Downloads, Request CAD File. 1125-6-50-EA. I.D, 1"". O.D, 1 7/16"". Length, 50'. Hose, No. Max PSI, 3000. Ship Weight (lbs), 81. Overall ...",/url?q=https://www.coxreels.com/1125-series_8_15.html&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAAQAg&usg=AOvVaw2za9N5ji6a7-8MPIhOz73a,1,False
GOOGLE,coxreels.com,1125-6-50-EA,1125 Series // Hand Crank Hose Reels - Coxreels,"Request CAD File. 1125-6-50-C. I.D, 1"". O.D, 1 7/16"". Length, 50'. Hose, No. Max PSI, 3000. Ship Weight (lbs), 55. Drum Width, 15.5. Overall Dimensions (W) (H) ...Missing:  EA | Show results with:EA",/url?q=https://www.coxreels.com/1125-series_8_13.html&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAkQAg&usg=AOvVaw2KV2VczsyvvIusy3zqDVHq,2,False
GOOGLE,coxreels.com,1125-6-50-EA,Coxreels 1125-6-50-EA Electric 115V EX 1/2HP Motor Rewi,"$1,308.991125-6-50-EA : Coxreels 1125-6-50-EA Electric 115V EX 1/2HP Motor Rewind Hose Reel, 1"" ID, 50' capacity, NO HOSE, 3000psi ; Hose Outside Diameter, 1.4375 (1-7/16 ...",/url?q=https://www.onehydraulics.com/products/1125-6-50-ea&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAoQAg&usg=AOvVaw0f9_ZERWDmkM4S79LbZ4Nf,3,False
GOOGLE,coxreels.com,1125-6-50-EA,"Coxreels 1125-6-50-EA Hose Reel, 115V Electric, 50 Ft, No Hose","$998.65 In stockCoxreels 1125-6-50-EA hose reel has a 1-7/16"" OD hose capacity up to 50 ft. For applications up to 3000 psi. Features an electric 115V AC motor.",/url?q=https://www.productsforautomation.com/coxreels-1125-motor-driven-nohose-1125650ea-p/1125-6-50-ea.htm&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAYQAg&usg=AOvVaw2zEoLtAwj4NIths8v8wRht,4,False
GOOGLE,coxreels.com,1125-6-50-EA,[PDF] 1125 series hand crank & motor driven hose reels - Coxreels,"EA. 115 V AC, 1⁄2 HP EXP. REVERSABLE AC RECTIFIED. 26. EJ. 230 V AC, 1⁄2 HP EXP ... 1125-6-50. 1"" 17⁄16"" 50 3⁄4"" 11⁄4"" 75. 1"" F NPT. 3,000. -. -. 55. 12. 1125-6- ...",/url?q=http://www.coxreels.com/docs/catalogs/coxreels-catalog-2016/COXREELS_2016_Catalog_Pg-40.pdf&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAcQAg&usg=AOvVaw1IDAcn4C9_wj1pRG06xzgO,5,False
GOOGLE,coxreels.com,1125-6-50-EA,Coxreels 1125-6-50-EA Electric 115V Explosion Proof 1/2HP Motor ...,"$1,186.91 In stockCOXREELS 1125-6-50-EA - Electric 115V Explosion Proof 1/2HP Motor Rewind Hose Reel Save. Weight: 93 lbs 2 ozs. Price: $1,186.91. Coxreels are now ...",/url?q=https://www.royalsupply.com/store/pc/COXREELS-1125-6-50-EA-Electric-115V-Explosion-Proof-1-2HP-Motor-Rewind-Hose-Reel-p89833.htm&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAgQAg&usg=AOvVaw25f_vp3nb1Vw0X16jR511C,6,False
GOOGLE,coxreels.com,1125-6-50-EA,"Coxreels 1125-6-50-EA Hose Reel, 75 ft Capacity, 115V, Electric Drive","$1,283.65Product type: Hose Reel, Part #: 1125-6-50-EA, Pack Qty: 1 each.",/url?q=https://www.rshughes.com/p/Coxreels-1125-Series-Hose-Reel-50-Ft-Hose-Not-Included-75-Ft-Capacity-Electric-Drive-115V-1125-6-50-EA/coxreels_1125_6_50_ea/&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAUQAg&usg=AOvVaw1IDU8y3ohOTVEdNrCSS8WX,7,False
GOOGLE,coxreels.com,1125-6-50-EA,"Coxreels 1125-6-50-EA | Motorized Hose Reel, Medium Pressure, 1 ...","Motorized Hose Reel, Medium Pressure, 1 Inch Inner Dia., 50 Feet Length | CF3PQH | Worldwide Delivery | +44 203 287 5224 | sales@raptorsupplies.com.",/url?q=https://www.raptorsupplies.com/pd/coxreels/1125-6-50-ea&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAQQAg&usg=AOvVaw3dnMQdmJFdCtZKlZ1bLYjl,8,False
GOOGLE,coxreels.com,1125-6-50-EA,Coxreels Electric Explosion Proof 1/2Hp Reel 1125-6-50-EA | Zoro,"$1,090.00Item: Electric Motor Driven Hose Reel ; Product Type: Electric 115V Explosion Proof 1/2HP Motor Rewind Hose Reel 1"" I.D., 50 ft. hose capacity, less hose, 3000 ...",/url?q=https://www.zoro.com/coxreels-electric-explosion-proof-12hp-reel-1125-6-50-ea/i/G1167245/&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAEQAg&usg=AOvVaw2PktAD4Dr8Fp6oNHDr-KRf,9,False
GOOGLE,coxreels.com,1125-6-50-EA,Explosion Proof 115V 1/2 HP Electric Rewind Oil Hose Reel,"$1,234.87Coxreels - 1125-6-50-EA - Explosion Proof 115V 1/2 HP Electric Rewind Oil Hose Reel · Professional grade heavy duty steel construction. · Rolled edges & ribbed ...",/url?q=https://westechequipment.com/index.php%3Fmain_page%3Dproduct_info%26products_id%3D46559&sa=U&ved=2ahUKEwj4pOG5g_OBAxX0q5UCHT2HCTEQFnoECAMQAg&usg=AOvVaw3s3C5SsTNUPgzrDhIgvN_v,10,False
GOOGLE,coxreels.com,1125-6-35-EA,1125 Series // Motorized Hose Reels - Coxreels,"Request CAD File. 1125-6-35-A. I.D, 1"". O.D, 1 7/16"". Length, 35'. Hose, No. Max PSI, 3000. Ship Weight (lbs), 58. Overall Dimensions (W) (H) (L), 22.25""(W) ...",/url?q=https://www.coxreels.com/1125-series_8_15.html&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAcQAg&usg=AOvVaw29Ow_Ad8-jItq9uQGAzgu6,1,False
GOOGLE,coxreels.com,1125-6-35-EA,"Coxreels 1125-6-35-EA Hose Reel, 115V Electric, 35 Ft, No Hose","$991.10Coxreels 1125-6-35-EA hose reel has a 1-7/16"" OD hose capacity up to 35 ft. For applications up to 3000 psi. Features an electric 115V AC motor.",/url?q=https://www.productsforautomation.com/coxreels-1125-motor-driven-nohose-1125635ea-p/1125-6-35-ea.htm&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAoQAg&usg=AOvVaw0Gpl9WNVc8xDPoXe7fPxCn,2,False
GOOGLE,coxreels.com,1125-6-35-EA,Coxreels 1125-6-35-EA Electric 115V EX 1/2HP Motor Rewi,"$1,299.991125-6-35-EA : Coxreels 1125-6-35-EA Electric 115V EX 1/2HP Motor Rewind Hose Reel, 1"" ID, 35' capacity, NO HOSE, 3000psi ; Hose Outside Diameter, 1.4375 (1-7/16 ...",/url?q=https://www.onehydraulics.com/collections/coxreels/products/1125-6-35-ea&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAkQAg&usg=AOvVaw2_JJEC_i4AO7TOZD4Zeamq,3,False
GOOGLE,coxreels.com,1125-6-35-EA,[PDF] 1125 series hand crank & motor driven hose reels - Coxreels,"EA. 115 V AC, 1⁄2 HP EXP. REVERSABLE AC RECTIFIED. 26. EJ. 230 V AC, 1⁄2 HP EXP ... 1125-6-35. 1"" 17⁄16"" 35 3⁄4"" 11⁄4"" 50. 1"" F NPT. 3,000. -. -. 50. 11. 1125-6- ...",/url?q=http://www.coxreels.com/docs/catalogs/coxreels-catalog-2016/COXREELS_2016_Catalog_Pg-40.pdf&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAAQAg&usg=AOvVaw0KyKfBsiS-FhZTtsUPbNih,4,False
GOOGLE,coxreels.com,1125-6-35-EA,1125 Series // Hand Crank Hose Reels - Coxreels,"Request CAD File. 1125-6-35-C. I.D, 1"". O.D, 1 7/16"". Length, 35'. Hose, No. Max PSI, 3000. Ship Weight (lbs), 50. Drum Width, 9.5. Overall Dimensions (W) (H) ( ...Missing:  EA | Show results with:EA",/url?q=https://www.coxreels.com/1125-series_8_13.html&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAQQAg&usg=AOvVaw3HxMkLBjzTl0-gScGeeZSR,5,False
GOOGLE,coxreels.com,1125-6-35-EA,"Coxreels 1125-6-35-EA Hose Reel, 50 ft Capacity, 115V, Electric Drive","$1,273.24Product type: Hose Reel, Part #: 1125-6-35-EA, Pack Qty: 1 each.",/url?q=https://www.rshughes.com/p/Coxreels-1125-Series-Hose-Reel-35-Ft-Hose-Not-Included-50-Ft-Capacity-Electric-Drive-115V-1125-6-35-EA/coxreels_1125_6_35_ea/&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAMQAg&usg=AOvVaw3O4-oB97Maz4Cn13ihKJdR,6,False
GOOGLE,coxreels.com,1125-6-35-EA,1125-6-35-EA - Coxreels 1125 Series Motorized Hose Reel,"$1,346.00Part Number: 1125-6-35-EA, Product: Coxreels 1125 Series Motorized Hose Reel, Model: 115 VAC motor, 1/2 HP, Max Pressure: 3000 PSI, Supported Hose Diameter: ...",/url?q=https://www.compressorworld.com/configuration/69158%3F87155%3D491516%2687156%3D491519%2687157%3D491594%2687158%3D491588&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAEQAg&usg=AOvVaw0GYolblxAWCccPggQbnEXX,7,False
GOOGLE,coxreels.com,1125-6-35-EA,Coxreels Electric Explosion Proof 1/2Hp Reel 1125-6-35-EA | Zoro,"$1,097.00Key Features. Item: Electric Motor Driven Hose Reel; Product Type: Electric 115V Explosion Proof 1/2HP Motor Rewind Hose Reel 1"" I.D., 35 ft. hose capacity, ...",/url?q=https://www.zoro.com/coxreels-electric-explosion-proof-12hp-reel-1125-6-35-ea/i/G1167157/&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAIQAg&usg=AOvVaw3Ob_Rv2D6JkRX1QLU_dTVp,8,False
GOOGLE,coxreels.com,1125-6-35-EA,Explosion Proof 115V 1/2 HP Electric Rewind Oil Hose Reel [1125-6 ...,"$1,224.86Coxreels 1125-6-35-EA Explosion Proof 115V 1/2 HP Electric Rewind Oil Hose Reel. without Hose, 35 ft. Hose Capacity, 3000 psi, 1 in. I.D.. Ships From ...",/url?q=https://westechequipment.com/index.php%3Fmain_page%3Dproduct_info%26products_id%3D46558&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAUQAg&usg=AOvVaw20j8r0cCRLOwUXig54tFhK,9,False
GOOGLE,coxreels.com,1125-6-35-EA,Walter A Wood. Coxreels 1125-6-35-EA Hose Reel 1125 1 Inch ID ...,"$1,346.00Hose Reel, 1125, Inside Diameter: 1 Inch; Outside Diameter: 1 7/16 Inch; Hose Length: 35 ft; Drive Type: Motor; Max Pressure: 3000 psi; Material: Steel; ...",/url?q=https://www.walterwood.com/1125-6-35-ea-coxreels-1125-hose-reel-1-inch-id-1-7-16-inch-od-35-ft-hose-l&sa=U&ved=2ahUKEwiwjM-6g_OBAxV4Q7gEHaBCClEQFnoECAYQAg&usg=AOvVaw0-cgep81vDXa1B14aMRc1k,10,False
GOOGLE,coxreels.com,1125-5-250-EA,1125 Series // Motorized Hose Reels - Coxreels,"1125-5-250-EA. I.D, 3/4"". O.D, 1 1/4"". Length, 250'. Hose, No. Max PSI, 3000. Ship Weight (lbs), 85. Overall Dimensions (W) (H) (L), 42""(W) 19.25""(H) 17.63""(L).",/url?q=https://www.coxreels.com/1125-series_8_15.html&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAUQAg&usg=AOvVaw3LP5duCgnSVrHqhRuVH-y4,1,False
GOOGLE,coxreels.com,1125-5-250-EA,"Coxreels 1125-5-250-EA Hose Reel, 115V Electric, 250 Ft, No Hose","$807.72 In stock1125-5-250-EA has a 1-1/4"" OD hose capacity up to 250 ft and can be used for applications up to 3000 psi. Features an electric 115V AC motor.",/url?q=https://www.productsforautomation.com/coxreels-1125-motor-driven-nohose-11255250ea-p/1125-5-250-ea.htm&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAoQAg&usg=AOvVaw0DaGPBAweAqsMyCVnWwZpC,2,False
GOOGLE,coxreels.com,1125-5-250-EA,HP1125 Series | Coxreels High Pressure Motorized Hose Reels,"HP1125-5-250-EF. I.D, 3/4"". O.D, 1 1/4"". Length, 250'. Hose, No. Max PSI, 5000. Ship Weight (lbs), 72. Overall Dimensions (W) (H) (L), 42""(W) 19.25""(H) 17.63""(L).",/url?q=https://www.coxreels.com/hp1125-series_8_17.html&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAkQAg&usg=AOvVaw2ch--QDijiaTJ_fiwfNElU,3,False
GOOGLE,coxreels.com,1125-5-250-EA,1125 Series // Hand Crank Hose Reels - Coxreels,"1125-5-250-C. I.D, 3/4"". O.D, 1 1/4"". Length, 250'. Hose, No. Max PSI, 3000. Ship Weight (lbs), 59. Drum Width, 28. Overall Dimensions (W) (H) (L), 42.25""(W) ...Missing:  EA | Show results with:EA",/url?q=https://www.coxreels.com/1125-series_8_13.html&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAIQAg&usg=AOvVaw2TqhNveg_wwQ8a4DuZ7pEv,4,False
GOOGLE,coxreels.com,1125-5-250-EA,1125-5-250-EA - Coxreels 1125 Series Motorized Hose Reel,"$1,178.00Part Number: 1125-5-250-EA, Product: Coxreels 1125 Series Motorized Hose Reel, Model: 115 VAC motor, 1/2 HP, Max Pressure: 3000 PSI, Supported Hose ...",/url?q=https://www.compressorworld.com/configuration/69158%3F87155%3D491516%2687156%3D491518%2687157%3D491619%2687158%3D491588&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAAQAg&usg=AOvVaw1U8clbo7_Jhg-Ew1MzKpfh,5,False
GOOGLE,coxreels.com,1125-5-250-EA,Coxreels 1125-5-250-EA-BYXX Storage Series Motorized Hose ...,$968.52Coxreels 1125-5-250-EA-BYXX Storage Series Motorized Hose Reel for Up to 1900' Hoses with 115V AC 1/2 HP EXP. Reversible AC Rectified ; Resource Center.,/url?q=https://www.industrialproducts.com/coxreels-1125-5-250-ea-byxx-storage-series-motorized-hose-reel-for-up-to-1900-foot-hoses-with-115v-ac-1-2-hp-exp-reversible-ac-rectified.html&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAYQAg&usg=AOvVaw2nGJiOXi5NTdZi_r9KHtVq,6,False
GOOGLE,coxreels.com,1125-5-250-EA,"Coxreels 1125-5-250-EA Hose Reel, 500 ft Capacity, 115V, Electric ...","$1,114.32Coxreels 1125 Series Hose Reel - 250 ft Hose Not Included - 500 ft Capacity - Electric Drive - 115V - 1125-5-250-EA. COXREELS 1125-5-250-EA.",/url?q=https://www.rshughes.com/p/Coxreels-1125-Series-Hose-Reel-250-Ft-Hose-Not-Included-500-Ft-Capacity-Electric-Drive-115V-1125-5-250-EA/coxreels_1125_5_250_ea/&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAcQAg&usg=AOvVaw1vZifxH2TNmtDh6KSMLlbR,7,False
GOOGLE,coxreels.com,1125-5-250-EA,Coxreels HP1125-5-250-EA High Pressure 1125 Series Motorized ...,"$1,087.80Coxreels HP1125-5-250-EA High Pressure 1125 Series Motorized Hose Reel for 3/4"" x 250' Hoses with 115V AC 1/2 HP EXP. Reversible AC Rectified.",/url?q=https://www.industrialproducts.com/coxreels-hp1125-5-250-ea-high-pressure-1125-series-motorized-hose-reel-for-3-4-inch-x-250-foot-hoses-with-115v-ac-1-2-hp-exp-reversible-ac-rectified.html&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAEQAg&usg=AOvVaw15IvXqmHtl6u3Wqhpqz_6E,8,False
GOOGLE,coxreels.com,1125-5-250-EA,"Coxreels Storage Series 1125-5-250-EA-BYXX Hose Reel, 115V ...","$1,090.68Product type: Hose Reel, Part #: 1125-5-250-EA-BYXX, Pack Qty: 1 each.",/url?q=https://www.rshughes.com/p/Coxreels-Storage-Series-Hose-Reel-Electric-Drive-115V-1125-5-250-EA-BYXX/1125_5_250_ea_byxx/&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAQQAg&usg=AOvVaw0IWhN5305MyWFdywJfiYo_,9,False
GOOGLE,coxreels.com,1125-5-250-EA,Coxreels Electric Explosion Proof 1/2Hp Reel 1125-5-250-EA | Zoro,"$1,001.00Electric Explosion Proof 1/2Hp Reel ; Zoro #: G1165921 ; Mfr #: 1125-5-250-EA ; Item: Electric Motor Driven Hose Reel ; Product Type: Electric 115V Explosion Proof ...",/url?q=https://www.zoro.com/coxreels-electric-explosion-proof-12hp-reel-1125-5-250-ea/i/G1165921/&sa=U&ved=2ahUKEwi21r-7g_OBAxXNmZUCHch9DMgQFnoECAMQAg&usg=AOvVaw0wUbJhAUdsSzCSAWON6M81,10,False
