SEARCH_ENGINE,DOMAIN,CATALOG_NUMBER,TITLE,DESCRIPTION,URL,RANK,IS_SPONSORED
BING,coxreels.com,1125-6-35-EA,1125 SERiES - Coxreels,WebMOTORIZED HAND CRANK 1125-E Series with optional 4-way roller bracket 1125 Series 1125 SERiES:: REEL SPECiFiCatiOnS •External fluid path with machined from solid brass 90° full-flow NPT swivel inlet(Nickel plated steel swivel on 1” models) •Swivel Seals: NITRILE(AFLAS on 1” models),http://www.coxreels.com/docs/catalogs/main/coxreels_catalog_2012_40_1125_series.pdf,3,False
BING,coxreels.com,1125-6-35-EA,1125-6-35-EA : Coxreels 1125-6-35-EA Electric 115V EX 1/2HP …,"WebCoxreels 1125 Series hand crank and motorized hose reels have the features demanded by industry professionals. The industry preferred design features a sturdy one piece all welded A-frame base, low profile outlet riser and open drum slot design provides a non-crimping, flat smooth hose wrap.",https://www.onehydraulics.com/products/1125-6-35-ea,4,False
BING,coxreels.com,1125-6-35-EA,Coxreels 1125 Series | Coxreels Hose Reels,"WebCoxreels 1125 Series. Coxreels® 1125 Series motorized hose reels meet industry professional’s demands. Features such as, a sturdy one piece all welded ""A"" frame base, low profile outlet riser and open drum slot design provides a non-crimping, flat smooth hose wrap, making it the industry’s preferred design. Click to view Motor Options.",https://www.coxreelsales.com/motorized-1125Series.php,5,False
BING,coxreels.com,1125-6-35-EA,1 / 2 - 1 1125 SERIES HAND CRANK & MOTOR DRIVEN HOSE REELS,"WebCOXREELS® 1125 Series hand crank and motorized hose reels have the features demanded by industry professionals. The industry preferred design features a sturdy one piece all welded “A” frame base, low profile outlet riser and open drum slot design provides a ... EA 115 V AC, 1 ⁄2 HP EXP. EXPLOSION PROOF REVERSIBLE AC RECTIFIED 26 …",https://www.coxreels.com/docs/catalogs/2021-catalogs/catalog-per-page/COXREELS-2021-Catalog-Page44.pdf,6,False
BING,coxreels.com,1125-6-35-EA,Coxreels 1125-6-35-EA | Turtle & Hughes,Web115VAC Electric Explosion Proof Motor Rewind Hose Reel:1,https://www.turtle.com/2390627/Product/coxreels-1125-6-35-ea,7,False
BING,coxreels.com,1125-6-35-EA,1125-6-35-EA - COXREELS | Hose Flexible Tubing And …,"WebCOXREELS,1125-6-35-EA..,Hose,Reel;,Motor,Rewind;,Steel,Material;,Shaped,Frame,Mount;,Without,Hose;,35FT,Length;,Inside,Diameter;,7/16,Outside,FNPT,Inlet;,MNPT,End;,3000,PSI,Maximum,Pressure,Rating",https://www.bdiexpress.com/us/en/Fluid-Power/Hose-Flexible-Tubing-And-Assemblies/1125-6-35-EA/p/24755529,8,False
BING,coxreels.com,1125-6-35-EA,"Coxreels 1125-6-35-EA Hose Reel, 50 ft Capacity, 115V, Electric …","WebProduct type: Hose Reel, Part #: 1125-6-35-EA, Pack Qty: 1 each",https://www.rshughes.com/p/Coxreels-1125-Series-Hose-Reel-35-Ft-Hose-Not-Included-50-Ft-Capacity-Electric-Drive-115V-1125-6-35-EA/coxreels_1125_6_35_ea/,9,False
BING,coxreels.com,1125-6-35-EA,COXREELS,"WebJul 19, 2012 · coxreels motorized 1125 series exp-111 revision: eco no.: by: date: k 2944 j. kusbel 7/19/2012 option-ea-eb-ed-e-ef cm-1125-a cm-1125-ea cm-1125-eb cm-1125-ed cm-1125-e cm-1125-ef air (#4 case size) 115vac electric, expl proof(1/2hp) 24vdc elec., expl proof (1/2hp) 12vdc elec., expl proof (1/2hp) ... 1125-6-35-x 7456-9.5 7526 7500 8930 …",https://www.coxreels.com/docs/categories/motorized-reels/1125-series/exploded%20drawing/motorized-reels-1125-series-exploded-drawing.pdf,10,False
BING,coxreels.com,1125-5-250-EA,1125 Series | Coxreels Motorized Hose Reels,"Web1125-5-250-EA: 3/4"" 1 1/4"" 250' No: 3000: 85: 42""(W) 19.25""(H) 17.63""(L) 31.44""(M) 10""(N) 33.38""(X) 16""(Y) Request CAD File",https://www.coxreels.com/1125-series_8_15.html,1,False
BING,coxreels.com,1125-5-250-EA,1125 Series | Coxreels,"WebCOXREELS® 1125 Series hand crank hose reels have the features demanded by industry professionals. The industry preferred design features a sturdy one piece all welded ""A"" frame base, low profile outlet riser and open drum slot design provides a non-crimping, flat smooth hose wrap. Model Shown: 1125-4-200.",https://www.coxreels.com/1125-series_8_13.html,2,False
BING,coxreels.com,1125-5-250-EA,1125 SERiES - Coxreels,Web1125-E Series with optional 4-way roller bracket 1125 Series 1125 SERiES:: REEL SPECiFiCatiOnS •External fluid path with machined from solid brass 90° full-flow NPT swivel inlet(Nickel plated steel swivel on 1” models) •Swivel Seals: NITRILE(AFLAS on 1” models),http://www.coxreels.com/docs/catalogs/main/coxreels_catalog_2012_40_1125_series.pdf,3,False
BING,coxreels.com,1125-5-250-EA,Coxreels 1125 Series | Coxreels Hose Reels,"WebCoxreels® 1125 Series motorized hose reels meet industry professional’s demands. Features such as, a sturdy one piece all welded ""A"" frame base, low profile outlet riser and open drum slot design provides a non-crimping, flat smooth hose wrap, making it the industry’s preferred design. Click to view Motor Options Call us TODAY at 727-835-0673 or",https://www.coxreelsales.com/motorized-1125Series.php,4,False
BING,coxreels.com,1125-5-250-EA,HP1125 Series | Coxreels High Pressure Motorized Hose Reels,"WebHose Strain Relief Kit. COXREELS® HP1125 Series is like our 1125 Series but is built to spec to handle high pressure applications of up to 5,000 PSI. Featuring motor rewind hose retraction, full-flow super swivels, and low-profile riser for smooth hose wraps; all built on a hea.",https://www.coxreels.com/hp1125-series_8_17.html,5,False
BING,coxreels.com,1125-5-250-EA,1 / 2 - 1 1125 SERIES HAND CRANK & MOTOR DRIVEN HOSE REELS,"WebCOXREELS® 1125 Series hand crank and motorized hose reels have the features demanded by industry professionals. The industry preferred design features a sturdy one piece ... EA 115 V AC, 1 ⁄2 HP EXP. EXPLOSION PROOF REVERSIBLE AC RECTIFIED 26 ... 1125-5-250 3⁄4"" 11⁄4"" 250 1⁄2"" 7⁄8"" 500 3⁄4"" F NPT 3,000 HP1125-5-250 4,500 59 …",https://www.coxreels.com/docs/catalogs/2021-catalogs/catalog-per-page/COXREELS-2021-Catalog-Page44.pdf,6,False
BING,coxreels.com,1125-5-250-EA,Coxreels HP1125-5-250-EA High Pressure 1125 Series Motorized …,"WebDescription. High Pressure 1125 Series hand crank and motorized hose reels have the features demanded by industry professionals. The industry preferred design features a sturdy one piece all welded ""A"" frame base, low profile outlet riser and open drum slot design provides a non-crimping, flat smooth hose wrap.",https://www.industrialproducts.com/coxreels-hp1125-5-250-ea-high-pressure-1125-series-motorized-hose-reel-for-3-4-inch-x-250-foot-hoses-with-115v-ac-1-2-hp-exp-reversible-ac-rectified.html,7,False
BING,coxreels.com,1125-5-250-EA,1125-5-250-EA Coxreels - Distributors and Price Comparison,"WebFind the best pricing for Coxreels 1125-5-250-EA by comparing bulk discounts starting at $981.055 at 1,000. Octopart is the world’s source for Coxreels 1125-5-250-EA availability, pricing, and technical specs and other electronic parts Categories APIBOM ToolFAQOctopart for Business Sign In Coxreels 1125-5-250-EA",https://octopart.com/1125-5-250-ea-coxreels-67155502,8,False
BING,coxreels.com,1125-5-250-EA,Coxreels 1125-5-250-EA Electric 115V 1/2HP Motor Rewind Hose …,"WebCoxreels 1125-5-250-EA Electric 115V 1/2HP Motor Rewind Hose Reel has 1125 Series, 3/4"" Hose Diameter, 250' Hose Length and 3000 Max PSI. The Coxreels is a rugged and dependable tool designed to effectively manage hoses in various applications.",https://www.intlairtool.com/coxreels-1125-5-250-ea-electric-115v-1-2hp-motor-rewind-hose-reel-1125-series-3-4-hose-diameter-250-hose-length-3000-max-psi/,9,False
BING,coxreels.com,1125-5-250-EA,HP1125 Series | Coxreels High Pressure Hand Crank Hose Reels,"WebCOXREELS ® 1125 Series (high pressure) hand crank hose reels have the features demanded by industry professionals. The industry preferred design features a sturdy one piece all welded ""A"" frame base, low profile outlet riser and open drum slot design provides a non-crimping, flat smooth hose wrap. Model Shown: HP1125-4-200.",https://www.coxreels.com/hp1125-series_8_16.html,10,False
